case_id,activity,start_timestamp,complete_timestamp
25,Close Order,2025-12-31 02:02:15.346645,2025-12-31 02:04:15.346645
26,Receive Order,2025-12-26 03:35:15.346645,2025-12-26 03:38:15.346645
26,Validate Order,2025-12-26 03:38:15.346645,2025-12-26 03:43:15.346645
26,Approve Order,2025-12-26 03:43:15.346645,2025-12-26 03:45:15.346645
26,Execute Order,2025-12-26 03:45:15.346645,2025-12-26 03:51:15.346645
26,Close Order,2025-12-26 03:51:15.346645,2025-12-26 03:52:15.346645
27,Receive Order,2025-12-13 21:33:15.346645,2025-12-13 21:36:15.346645
27,Validate Order,2025-12-13 21:36:15.346645,2025-12-13 21:38:15.346645
27,Approve Order,2025-12-13 21:38:15.346645,2025-12-13 21:40:15.346645
27,Execute Order,2025-12-13 21:40:15.346645,2025-12-13 21:48:15.346645
27,Close Order,2025-12-13 21:48:15.346645,2025-12-13 21:50:15.346645
28,Receive Order,2025-12-16 08:38:15.346645,2025-12-16 08:41:15.346645
28,Validate Order,2025-12-16 08:41:15.346645,2025-12-16 08:45:15.346645
28,Approve Order,2025-12-16 08:45:15.346645,2025-12-16 08:49:15.346645
28,Execute Order,2025-12-16 08:49:15.346645,2025-12-16 08:54:15.346645
28,Close Order,2025-12-16 08:54:15.346645,2025-12-16 08:55:15.346645
29,Receive Order,2026-01-09 09:38:15.346645,2026-01-09 09:40:15.346645
29,Validate Order,2026-01-09 09:40:15.346645,2026-01-09 09:45:15.346645
29,Close Order,2026-01-09 09:45:15.346645,2026-01-09 09:46:15.346645
30,Receive Order,2026-01-08 13:55:15.346645,2026-01-08 13:56:15.346645
30,Validate Order,2026-01-08 13:56:15.346645,2026-01-08 14:00:15.346645
30,Approve Order,2026-01-08 14:00:15.346645,2026-01-08 14:01:15.346645
30,Execute Order,2026-01-08 14:01:15.346645,2026-01-08 14:11:15.346645
30,Close Order,2026-01-08 14:11:15.346645,2026-01-08 14:12:15.346645
31,Receive Order,2025-12-24 10:56:15.346645,2025-12-24 10:59:15.346645
31,Validate Order,2025-12-24 10:59:15.346645,2025-12-24 11:02:15.346645
31,Approve Order,2025-12-24 11:02:15.346645,2025-12-24 11:06:15.346645
31,Execute Order,2025-12-24 11:06:15.346645,2025-12-24 11:14:15.346645
31,Close Order,2025-12-24 11:14:15.346645,2025-12-24 11:15:15.346645
32,Receive Order,2025-12-15 17:54:15.346645,2025-12-15 17:55:15.346645
32,Validate Order,2025-12-15 17:55:15.346645,2025-12-15 18:00:15.346645
32,Approve Order,2025-12-15 18:00:15.346645,2025-12-15 18:02:15.346645
32,Execute Order,2025-12-15 18:02:15.346645,2025-12-15 18:07:15.346645
32,Close Order,2025-12-15 18:07:15.346645,2025-12-15 18:08:15.346645
33,Receive Order,2026-01-09 11:10:15.346645,2026-01-09 11:13:15.346645
33,Validate Order,2026-01-09 11:13:15.346645,2026-01-09 11:16:15.346645
33,Approve Order,2026-01-09 11:16:15.346645,2026-01-09 11:18:15.346645
33,Execute Order,2026-01-09 11:18:15.346645,2026-01-09 11:28:15.346645
33,Close Order,2026-01-09 11:28:15.346645,2026-01-09 11:29:15.346645
34,Receive Order,2026-01-03 15:02:15.346645,2026-01-03 15:05:15.346645
34,Validate Order,2026-01-03 15:05:15.346645,2026-01-03 15:08:15.346645
34,Close Order,2026-01-03 15:08:15.346645,2026-01-03 15:10:15.346645
35,Receive Order,2026-01-01 15:38:15.346645,2026-01-01 15:41:15.346645
35,Validate Order,2026-01-01 15:41:15.346645,2026-01-01 15:44:15.346645
35,Approve Order,2026-01-01 15:44:15.346645,2026-01-01 15:47:15.346645
35,Execute Order,2026-01-01 15:47:15.346645,2026-01-01 15:55:15.346645
35,Close Order,2026-01-01 15:55:15.346645,2026-01-01 15:56:15.346645
36,Receive Order,2025-12-27 05:34:15.346645,2025-12-27 05:36:15.346645
36,Validate Order,2025-12-27 05:36:15.346645,2025-12-27 05:41:15.346645
36,Close Order,2025-12-27 05:41:15.346645,2025-12-27 05:43:15.346645
37,Receive Order,2026-01-08 21:36:15.346645,2026-01-08 21:39:15.346645
37,Validate Order,2026-01-08 21:39:15.346645,2026-01-08 21:42:15.346645
37,Close Order,2026-01-08 21:42:15.346645,2026-01-08 21:44:15.346645
38,Receive Order,2025-12-16 22:54:15.346645,2025-12-16 22:55:15.346645
38,Validate Order,2025-12-16 22:55:15.346645,2025-12-16 22:58:15.346645
38,Approve Order,2025-12-16 22:58:15.346645,2025-12-16 23:00:15.346645
38,Execute Order,2025-12-16 23:00:15.346645,2025-12-16 23:07:15.346645
38,Execute Order,2025-12-16 23:07:15.346645,2025-12-16 23:13:15.346645
38,Close Order,2025-12-16 23:13:15.346645,2025-12-16 23:14:15.346645
39,Receive Order,2026-01-01 21:15:15.346645,2026-01-01 21:16:15.346645
39,Validate Order,2026-01-01 21:16:15.346645,2026-01-01 21:18:15.346645
39,Approve Order,2026-01-01 21:18:15.346645,2026-01-01 21:20:15.346645
39,Execute Order,2026-01-01 21:20:15.346645,2026-01-01 21:30:15.346645
39,Close Order,2026-01-01 21:30:15.346645,2026-01-01 21:32:15.346645
40,Receive Order,2025-12-15 20:32:15.346645,2025-12-15 20:33:15.346645
40,Validate Order,2025-12-15 20:33:15.346645,2025-12-15 20:36:15.346645
40,Approve Order,2025-12-15 20:36:15.346645,2025-12-15 20:37:15.346645
40,Execute Order,2025-12-15 20:37:15.346645,2025-12-15 20:43:15.346645
40,Close Order,2025-12-15 20:43:15.346645,2025-12-15 20:44:15.346645
41,Receive Order,2025-12-28 03:48:15.346645,2025-12-28 03:50:15.346645
41,Validate Order,2025-12-28 03:50:15.346645,2025-12-28 03:54:15.346645
41,Approve Order,2025-12-28 03:54:15.346645,2025-12-28 03:58:15.346645
41,Execute Order,2025-12-28 03:58:15.346645,2025-12-28 04:03:15.346645
41,Close Order,2025-12-28 04:03:15.346645,2025-12-28 04:05:15.346645
42,Receive Order,2025-12-13 02:52:15.346645,2025-12-13 02:53:15.346645
42,Validate Order,2025-12-13 02:53:15.346645,2025-12-13 02:56:15.346645
42,Close Order,2025-12-13 02:56:15.346645,2025-12-13 02:58:15.346645
43,Receive Order,2025-12-30 01:03:15.346645,2025-12-30 01:06:15.346645
43,Validate Order,2025-12-30 01:06:15.346645,2025-12-30 01:10:15.346645
43,Approve Order,2025-12-30 01:10:15.346645,2025-12-30 01:12:15.346645
43,Execute Order,2025-12-30 01:12:15.346645,2025-12-30 01:18:15.346645
43,Close Order,2025-12-30 01:18:15.346645,2025-12-30 01:20:15.346645
44,Receive Order,2025-12-15 23:59:15.346645,2025-12-16 00:02:15.346645
44,Validate Order,2025-12-16 00:02:15.346645,2025-12-16 00:05:15.346645
44,Approve Order,2025-12-16 00:05:15.346645,2025-12-16 00:07:15.346645
44,Execute Order,2025-12-16 00:07:15.346645,2025-12-16 00:16:15.346645
44,Close Order,2025-12-16 00:16:15.346645,2025-12-16 00:17:15.346645
45,Receive Order,2026-01-08 23:19:15.346645,2026-01-08 23:20:15.346645
45,Validate Order,2026-01-08 23:20:15.346645,2026-01-08 23:23:15.346645
45,Close Order,2026-01-08 23:23:15.346645,2026-01-08 23:24:15.346645
46,Receive Order,2025-12-29 12:12:15.346645,2025-12-29 12:15:15.346645
46,Validate Order,2025-12-29 12:15:15.346645,2025-12-29 12:20:15.346645
46,Approve Order,2025-12-29 12:20:15.346645,2025-12-29 12:23:15.346645
46,Execute Order,2025-12-29 12:23:15.346645,2025-12-29 12:32:15.346645
46,Close Order,2025-12-29 12:32:15.346645,2025-12-29 12:33:15.346645
47,Receive Order,2026-01-01 16:34:15.346645,2026-01-01 16:37:15.346645
47,Validate Order,2026-01-01 16:37:15.346645,2026-01-01 16:41:15.346645
47,Approve Order,2026-01-01 16:41:15.346645,2026-01-01 16:45:15.346645
47,Execute Order,2026-01-01 16:45:15.346645,2026-01-01 16:55:15.346645
47,Close Order,2026-01-01 16:55:15.346645,2026-01-01 16:57:15.346645
48,Receive Order,2025-12-26 22:37:15.346645,2025-12-26 22:39:15.346645
48,Validate Order,2025-12-26 22:39:15.346645,2025-12-26 22:43:15.346645
48,Close Order,2025-12-26 22:43:15.346645,2025-12-26 22:44:15.346645
49,Receive Order,2026-01-03 21:25:15.346645,2026-01-03 21:28:15.346645
49,Validate Order,2026-01-03 21:28:15.346645,2026-01-03 21:32:15.346645
49,Approve Order,2026-01-03 21:32:15.346645,2026-01-03 21:33:15.346645
49,Execute Order,2026-01-03 21:33:15.346645,2026-01-03 21:39:15.346645
49,Close Order,2026-01-03 21:39:15.346645,2026-01-03 21:41:15.346645
50,Receive Order,2025-12-28 09:50:15.346645,2025-12-28 09:53:15.346645
50,Validate Order,2025-12-28 09:53:15.346645,2025-12-28 09:56:15.346645
50,Approve Order,2025-12-28 09:56:15.346645,2025-12-28 09:58:15.346645
50,Execute Order,2025-12-28 09:58:15.346645,2025-12-28 10:06:15.346645
50,Close Order,2025-12-28 10:06:15.346645,2025-12-28 10:07:15.346645
51,Receive Order,2026-01-05 03:39:15.346645,2026-01-05 03:41:15.346645
51,Validate Order,2026-01-05 03:41:15.346645,2026-01-05 03:43:15.346645
51,Approve Order,2026-01-05 03:43:15.346645,2026-01-05 03:47:15.346645
51,Execute Order,2026-01-05 03:47:15.346645,2026-01-05 03:52:15.346645
51,Close Order,2026-01-05 03:52:15.346645,2026-01-05 03:54:15.346645
52,Receive Order,2025-12-16 04:03:15.346645,2025-12-16 04:05:15.346645
52,Validate Order,2025-12-16 04:05:15.346645,2025-12-16 04:08:15.346645
52,Close Order,2025-12-16 04:08:15.346645,2025-12-16 04:10:15.346645
53,Receive Order,2026-01-03 12:36:15.346645,2026-01-03 12:38:15.346645
53,Validate Order,2026-01-03 12:38:15.346645,2026-01-03 12:43:15.346645
53,Close Order,2026-01-03 12:43:15.346645,2026-01-03 12:44:15.346645
54,Receive Order,2025-12-30 01:11:15.346645,2025-12-30 01:13:15.346645
54,Validate Order,2025-12-30 01:13:15.346645,2025-12-30 01:18:15.346645
54,Approve Order,2025-12-30 01:18:15.346645,2025-12-30 01:22:15.346645
54,Execute Order,2025-12-30 01:22:15.346645,2025-12-30 01:30:15.346645
54,Close Order,2025-12-30 01:30:15.346645,2025-12-30 01:31:15.346645
55,Receive Order,2025-12-23 20:36:15.346645,2025-12-23 20:39:15.346645
55,Validate Order,2025-12-23 20:39:15.346645,2025-12-23 20:43:15.346645
55,Approve Order,2025-12-23 20:43:15.346645,2025-12-23 20:46:15.346645
55,Execute Order,2025-12-23 20:46:15.346645,2025-12-23 20:52:15.346645
55,Close Order,2025-12-23 20:52:15.346645,2025-12-23 20:53:15.346645
56,Receive Order,2025-12-31 06:58:15.346645,2025-12-31 07:01:15.346645
56,Validate Order,2025-12-31 07:01:15.346645,2025-12-31 07:05:15.346645
56,Approve Order,2025-12-31 07:05:15.346645,2025-12-31 07:07:15.346645
56,Execute Order,2025-12-31 07:07:15.346645,2025-12-31 07:13:15.346645
56,Execute Order,2025-12-31 07:13:15.346645,2025-12-31 07:18:15.346645
56,Close Order,2025-12-31 07:18:15.346645,2025-12-31 07:19:15.346645
57,Receive Order,2025-12-21 17:33:15.346645,2025-12-21 17:34:15.346645
57,Validate Order,2025-12-21 17:34:15.346645,2025-12-21 17:39:15.346645
57,Approve Order,2025-12-21 17:39:15.346645,2025-12-21 17:41:15.346645
57,Execute Order,2025-12-21 17:41:15.346645,2025-12-21 17:50:15.346645
57,Execute Order,2025-12-21 17:50:15.346645,2025-12-21 17:56:15.346645
57,Close Order,2025-12-21 17:56:15.346645,2025-12-21 17:58:15.346645
58,Receive Order,2025-12-16 16:31:15.346645,2025-12-16 16:34:15.346645
58,Validate Order,2025-12-16 16:34:15.346645,2025-12-16 16:38:15.346645
58,Approve Order,2025-12-16 16:38:15.346645,2025-12-16 16:40:15.346645
58,Execute Order,2025-12-16 16:40:15.346645,2025-12-16 16:47:15.346645
58,Execute Order,2025-12-16 16:47:15.346645,2025-12-16 16:54:15.346645
58,Close Order,2025-12-16 16:54:15.346645,2025-12-16 16:56:15.346645
59,Receive Order,2025-12-19 07:57:15.346645,2025-12-19 07:58:15.346645
59,Validate Order,2025-12-19 07:58:15.346645,2025-12-19 08:01:15.346645
59,Approve Order,2025-12-19 08:01:15.346645,2025-12-19 08:04:15.346645
59,Execute Order,2025-12-19 08:04:15.346645,2025-12-19 08:09:15.346645
59,Close Order,2025-12-19 08:09:15.346645,2025-12-19 08:10:15.346645
60,Receive Order,2025-12-29 11:08:15.346645,2025-12-29 11:10:15.346645
60,Validate Order,2025-12-29 11:10:15.346645,2025-12-29 11:15:15.346645
60,Approve Order,2025-12-29 11:15:15.346645,2025-12-29 11:19:15.346645
60,Execute Order,2025-12-29 11:19:15.346645,2025-12-29 11:27:15.346645
60,Close Order,2025-12-29 11:27:15.346645,2025-12-29 11:28:15.346645
61,Receive Order,2025-12-25 04:28:15.346645,2025-12-25 04:31:15.346645
61,Validate Order,2025-12-25 04:31:15.346645,2025-12-25 04:36:15.346645
61,Close Order,2025-12-25 04:36:15.346645,2025-12-25 04:37:15.346645
62,Receive Order,2025-12-29 14:17:15.346645,2025-12-29 14:19:15.346645
62,Validate Order,2025-12-29 14:19:15.346645,2025-12-29 14:22:15.346645
62,Close Order,2025-12-29 14:22:15.346645,2025-12-29 14:24:15.346645
63,Receive Order,2025-12-14 13:53:15.346645,2025-12-14 13:56:15.346645
63,Validate Order,2025-12-14 13:56:15.346645,2025-12-14 13:59:15.346645
63,Approve Order,2025-12-14 13:59:15.346645,2025-12-14 14:03:15.346645
63,Execute Order,2025-12-14 14:03:15.346645,2025-12-14 14:09:15.346645
63,Close Order,2025-12-14 14:09:15.346645,2025-12-14 14:11:15.346645
64,Receive Order,2026-01-04 02:23:15.346645,2026-01-04 02:25:15.346645
64,Validate Order,2026-01-04 02:25:15.346645,2026-01-04 02:27:15.346645
64,Approve Order,2026-01-04 02:27:15.346645,2026-01-04 02:29:15.346645
64,Execute Order,2026-01-04 02:29:15.346645,2026-01-04 02:34:15.346645
64,Close Order,2026-01-04 02:34:15.346645,2026-01-04 02:36:15.346645
65,Receive Order,2026-01-06 12:46:15.346645,2026-01-06 12:49:15.346645
65,Validate Order,2026-01-06 12:49:15.346645,2026-01-06 12:53:15.346645
65,Close Order,2026-01-06 12:53:15.346645,2026-01-06 12:55:15.346645
66,Receive Order,2025-12-24 11:16:15.346645,2025-12-24 11:18:15.346645
66,Validate Order,2025-12-24 11:18:15.346645,2025-12-24 11:21:15.346645
66,Approve Order,2025-12-24 11:21:15.346645,2025-12-24 11:22:15.346645
66,Execute Order,2025-12-24 11:22:15.346645,2025-12-24 11:31:15.346645
66,Close Order,2025-12-24 11:31:15.346645,2025-12-24 11:33:15.346645
67,Receive Order,2025-12-24 23:40:15.346645,2025-12-24 23:42:15.346645
67,Validate Order,2025-12-24 23:42:15.346645,2025-12-24 23:44:15.346645
67,Approve Order,2025-12-24 23:44:15.346645,2025-12-24 23:45:15.346645
67,Execute Order,2025-12-24 23:45:15.346645,2025-12-24 23:50:15.346645
67,Close Order,2025-12-24 23:50:15.346645,2025-12-24 23:52:15.346645
68,Receive Order,2025-12-20 20:38:15.346645,2025-12-20 20:39:15.346645
68,Validate Order,2025-12-20 20:39:15.346645,2025-12-20 20:42:15.346645
68,Close Order,2025-12-20 20:42:15.346645,2025-12-20 20:43:15.346645
69,Receive Order,2025-12-16 00:40:15.346645,2025-12-16 00:43:15.346645
69,Validate Order,2025-12-16 00:43:15.346645,2025-12-16 00:48:15.346645
69,Approve Order,2025-12-16 00:48:15.346645,2025-12-16 00:52:15.346645
69,Execute Order,2025-12-16 00:52:15.346645,2025-12-16 00:58:15.346645
69,Close Order,2025-12-16 00:58:15.346645,2025-12-16 01:00:15.346645
70,Receive Order,2025-12-26 22:32:15.346645,2025-12-26 22:33:15.346645
70,Validate Order,2025-12-26 22:33:15.346645,2025-12-26 22:36:15.346645
70,Approve Order,2025-12-26 22:36:15.346645,2025-12-26 22:37:15.346645
70,Execute Order,2025-12-26 22:37:15.346645,2025-12-26 22:44:15.346645
70,Close Order,2025-12-26 22:44:15.346645,2025-12-26 22:45:15.346645
71,Receive Order,2026-01-03 10:08:15.346645,2026-01-03 10:09:15.346645
71,Validate Order,2026-01-03 10:09:15.346645,2026-01-03 10:14:15.346645
71,Approve Order,2026-01-03 10:14:15.346645,2026-01-03 10:15:15.346645
71,Execute Order,2026-01-03 10:15:15.346645,2026-01-03 10:20:15.346645
71,Execute Order,2026-01-03 10:20:15.346645,2026-01-03 10:27:15.346645
71,Close Order,2026-01-03 10:27:15.346645,2026-01-03 10:28:15.346645
72,Receive Order,2025-12-28 06:12:15.346645,2025-12-28 06:13:15.346645
72,Validate Order,2025-12-28 06:13:15.346645,2025-12-28 06:18:15.346645
72,Approve Order,2025-12-28 06:18:15.346645,2025-12-28 06:19:15.346645
72,Execute Order,2025-12-28 06:19:15.346645,2025-12-28 06:26:15.346645
72,Close Order,2025-12-28 06:26:15.346645,2025-12-28 06:27:15.346645
73,Receive Order,2025-12-14 02:06:15.346645,2025-12-14 02:09:15.346645
73,Validate Order,2025-12-14 02:09:15.346645,2025-12-14 02:11:15.346645
73,Close Order,2025-12-14 02:11:15.346645,2025-12-14 02:12:15.346645
74,Receive Order,2026-01-01 08:24:15.346645,2026-01-01 08:25:15.346645
74,Validate Order,2026-01-01 08:25:15.346645,2026-01-01 08:29:15.346645
74,Approve Order,2026-01-01 08:29:15.346645,2026-01-01 08:31:15.346645
74,Execute Order,2026-01-01 08:31:15.346645,2026-01-01 08:40:15.346645
74,Close Order,2026-01-01 08:40:15.346645,2026-01-01 08:42:15.346645
75,Receive Order,2025-12-26 09:54:15.346645,2025-12-26 09:55:15.346645
75,Validate Order,2025-12-26 09:55:15.346645,2025-12-26 09:58:15.346645
75,Approve Order,2025-12-26 09:58:15.346645,2025-12-26 10:01:15.346645
75,Execute Order,2025-12-26 10:01:15.346645,2025-12-26 10:09:15.346645
75,Close Order,2025-12-26 10:09:15.346645,2025-12-26 10:11:15.346645
76,Receive Order,2025-12-30 22:27:15.346645,2025-12-30 22:30:15.346645
76,Validate Order,2025-12-30 22:30:15.346645,2025-12-30 22:35:15.346645
